pulse rate,stimulus amplitude (uA),amplitude,run,spike times (us)
400,335.16,1.2*threshold,19,0.138345
400,335.16,1.2*threshold,19,0.140895
400,335.16,1.2*threshold,19,0.148225
400,335.16,1.2*threshold,19,0.15073999999999999
400,335.16,1.2*threshold,19,0.15328
400,335.16,1.2*threshold,19,0.15583499999999997
400,335.16,1.2*threshold,19,0.158485
400,335.16,1.2*threshold,19,0.16579
400,335.16,1.2*threshold,19,0.17085999999999998
400,335.16,1.2*threshold,19,0.17332499999999998
400,335.16,1.2*threshold,19,0.17603999999999997
400,335.16,1.2*threshold,19,0.17839999999999998
400,335.16,1.2*threshold,19,0.18064499999999997
400,335.16,1.2*threshold,19,0.18839499999999998
400,335.16,1.2*threshold,19,0.19096
400,335.16,1.2*threshold,19,0.19589499999999999
400,335.16,1.2*threshold,19,0.19823999999999997
400,335.16,1.2*threshold,19,0.20068499999999997
400,335.16,1.2*threshold,19,0.20334999999999998
400,335.16,1.2*threshold,19,0.20571499999999998
400,335.16,1.2*threshold,19,0.20819
400,335.16,1.2*threshold,19,0.21084499999999998
400,335.16,1.2*threshold,19,0.213215
400,335.16,1.2*threshold,19,0.215825
400,335.16,1.2*threshold,19,0.22336999999999999
400,335.16,1.2*threshold,19,0.22586499999999998
400,335.16,1.2*threshold,19,0.245855
400,335.16,1.2*threshold,19,0.24833499999999997
400,335.16,1.2*threshold,19,0.25089999999999996
400,335.16,1.2*threshold,19,0.25337
400,335.16,1.2*threshold,19,0.25595999999999997
400,335.16,1.2*threshold,19,0.25822
400,335.16,1.2*threshold,19,0.27826999999999996
400,335.16,1.2*threshold,19,0.28325999999999996
400,335.16,1.2*threshold,19,0.290935
400,335.16,1.2*threshold,19,0.293295
400,335.16,1.2*threshold,20,0.0008449999999999999
400,335.16,1.2*threshold,20,0.0033799999999999998
400,335.16,1.2*threshold,20,0.010695
400,335.16,1.2*threshold,20,0.013184999999999999
400,335.16,1.2*threshold,20,0.02081
400,335.16,1.2*threshold,20,0.025844999999999996
400,335.16,1.2*threshold,20,0.028274999999999998
400,335.16,1.2*threshold,20,0.035899999999999994
400,335.16,1.2*threshold,20,0.03834
400,335.16,1.2*threshold,20,0.04817
400,335.16,1.2*threshold,20,0.05088499999999999
400,335.16,1.2*threshold,20,0.053329999999999995
400,335.16,1.2*threshold,20,0.058414999999999995
400,335.16,1.2*threshold,20,0.06105499999999999
400,335.16,1.2*threshold,20,0.063455
400,335.16,1.2*threshold,20,0.065885
400,335.16,1.2*threshold,20,0.07335499999999999
400,335.16,1.2*threshold,20,0.07840499999999999
400,335.16,1.2*threshold,20,0.08084499999999999
400,335.16,1.2*threshold,20,0.083395
400,335.16,1.2*threshold,20,0.09090999999999999
400,335.16,1.2*threshold,20,0.093165
400,335.16,1.2*threshold,20,0.09577999999999999
400,335.16,1.2*threshold,20,0.09840499999999999
400,335.16,1.2*threshold,20,0.10085
400,335.16,1.2*threshold,20,0.11586999999999999
400,335.16,1.2*threshold,20,0.12337
400,335.16,1.2*threshold,20,0.12586499999999998
400,335.16,1.2*threshold,20,0.12819
400,335.16,1.2*threshold,20,0.14081
400,335.16,1.2*threshold,20,0.14340499999999998
400,335.16,1.2*threshold,20,0.148355
400,335.16,1.2*threshold,20,0.150865
400,335.16,1.2*threshold,20,0.15835
400,335.16,1.2*threshold,20,0.16080499999999998
400,335.16,1.2*threshold,20,0.163375
400,335.16,1.2*threshold,20,0.168505
400,335.16,1.2*threshold,20,0.17087999999999998
400,335.16,1.2*threshold,20,0.17342
400,335.16,1.2*threshold,20,0.18093499999999998
400,335.16,1.2*threshold,20,0.18341999999999997
400,335.16,1.2*threshold,20,0.18592499999999998
400,335.16,1.2*threshold,20,0.190985
400,335.16,1.2*threshold,20,0.19335
400,335.16,1.2*threshold,20,0.19835499999999998
400,335.16,1.2*threshold,20,0.20327499999999998
400,335.16,1.2*threshold,20,0.20586
400,335.16,1.2*threshold,20,0.228315
400,335.16,1.2*threshold,20,0.23082999999999998
400,335.16,1.2*threshold,20,0.23345
400,335.16,1.2*threshold,20,0.24338999999999997
400,335.16,1.2*threshold,20,0.24837499999999998
400,335.16,1.2*threshold,20,0.253405
400,335.16,1.2*threshold,20,0.25576499999999996
400,335.16,1.2*threshold,20,0.25838
400,335.16,1.2*threshold,20,0.27338999999999997
400,335.16,1.2*threshold,20,0.278375
400,335.16,1.2*threshold,20,0.28084499999999996
400,335.16,1.2*threshold,20,0.28585
400,335.16,1.2*threshold,20,0.28813
400,335.16,1.2*threshold,20,0.29066499999999995
400,335.16,1.2*threshold,21,0.0007999999999999999
400,335.16,1.2*threshold,21,0.0033749999999999995
400,335.16,1.2*threshold,21,0.00584
400,335.16,1.2*threshold,21,0.01083
400,335.16,1.2*threshold,21,0.0133
400,335.16,1.2*threshold,21,0.015805
400,335.16,1.2*threshold,21,0.025889999999999996
400,335.16,1.2*threshold,21,0.03831
400,335.16,1.2*threshold,21,0.040889999999999996
400,335.16,1.2*threshold,21,0.053325
400,335.16,1.2*threshold,21,0.0559
400,335.16,1.2*threshold,21,0.07583999999999999
400,335.16,1.2*threshold,21,0.07824999999999999
400,335.16,1.2*threshold,21,0.08341
400,335.16,1.2*threshold,21,0.08585499999999999
400,335.16,1.2*threshold,21,0.090765
400,335.16,1.2*threshold,21,0.093205
400,335.16,1.2*threshold,21,0.09583
400,335.16,1.2*threshold,21,0.10590499999999999
400,335.16,1.2*threshold,21,0.12097499999999999
400,335.16,1.2*threshold,21,0.12342999999999998
400,335.16,1.2*threshold,21,0.12584499999999998
400,335.16,1.2*threshold,21,0.12816
400,335.16,1.2*threshold,21,0.13597499999999998
